"","propertyToResolve","resolveTo","uid","format.status.","format.Exiftool.7.74.","format.Jhove.1.5.","format.file.utility.5.03.","format.Droid.3.0.","format.NLNZ.Metadata.Extractor.3.4GA.","format.ffident.0.2.","format.OIS.XML.Metadata.0.2.","mimetype.status.","mimetype.Exiftool.7.74.","mimetype.Jhove.1.5.","mimetype.file.utility.5.03.","mimetype.Droid.3.0.","mimetype.NLNZ.Metadata.Extractor.3.4GA.","mimetype.ffident.0.2.","mimetype.OIS.XML.Metadata.0.2.","puid.status.","puid.Droid.3.0.","format_version.status.","format_version.Exiftool.7.74.","format_version.Jhove.1.5.","format_version.file.utility.5.03.","format_version.Droid.3.0.","format_version.NLNZ.Metadata.Extractor.3.4GA.","size.status.","lastmodified.status.","lastmodified.Exiftool.7.74.","file_path.status.","file_path.OIS.File.Information.0.1.","file_name.status.","file_name.OIS.File.Information.0.1.","checksum_md5.status.","checksum_md5.OIS.File.Information.0.1.","created.status.","created.Exiftool.7.74.","created.NLNZ.Metadata.Extractor.3.4GA.","lastmodified_fs.status.","lastmodified_fs.OIS.File.Information.0.1.","creating_application_name.status.","creating_application_name.Exiftool.7.74.","creating_application_name.NLNZ.Metadata.Extractor.3.4GA.","wellformed.status.","valid.status.","message.status.","message.Jhove.1.5.","created_year.status.","created_year.C3PO.0.6.","markupbasis.status.","markupbasis.Jhove.1.5.","markupBasisVersion.status.","markupBasisVersion.Jhove.1.5.","pagecount.status.","is_rightsmanaged.status.","is_protected.status.","content_type.status.","content_type.C3PO.0.6.","file_extension.status.","file_extension.C3PO.0.6.","charset.status.","charset.Exiftool.7.74.","charset.Jhove.1.5.","charset.file.utility.5.03.","charset.NLNZ.Metadata.Extractor.3.4GA.","linebreak.status.","linebreak.Jhove.1.5.","linebreak.file.utility.5.03.","title.status.","title.Exiftool.7.74.","title.NLNZ.Metadata.Extractor.3.4GA.","author.status.","author.Exiftool.7.74.","author.NLNZ.Metadata.Extractor.3.4GA.","creating_application_version.status.","creating_application_version.Exiftool.7.74.","wordcount.status.","charactercount.status.","language.status.","language.NLNZ.Metadata.Extractor.3.4GA.","creating_os.status.","creating_os.file.utility.5.03.","scanner_softwarename.status.","scanner_softwarename.Exiftool.7.74."
"404","format","Hypertext Markup Language","/home/petrov/taverna/tmp/000/000875.html","CONFLICT","Hypertext Markup Language","HTML Strict","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Tue Dec 27 10:44:37 CET 2011","SINGLE_RESULT","/home/petrov/taverna/tmp/000/000875.html","SINGLE_RESULT","/home/petrov/taverna/tmp/000/000875.html","SINGLE_RESULT","f927b0275c1a84fa99c1c145cfae19c1","","","","SINGLE_RESULT","Tue Dec 27 10:44:37 CET 2011","","","","SINGLE_RESULT","SINGLE_RESULT","SINGLE_RESULT","Undefined attribute for element Name = a Attribute = target Line = 219 Column = 178","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"405","format","Hypertext Markup Language","/home/petrov/taverna/tmp/878/878734.html","CONFLICT","Hypertext Markup Language","HTML Strict","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Fri Jan 27 15:59:36 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878734.html","SINGLE_RESULT","/home/petrov/taverna/tmp/878/878734.html","SINGLE_RESULT","b2ec08a4a3b1b489da745aa337e87486","","","","SINGLE_RESULT","Fri Jan 27 15:59:36 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","utf-8","","","","","","","","","","","","","","","","","","","","",""
"406","format","Hypertext Markup Language","/home/petrov/taverna/tmp/033/033602.html","CONFLICT","Hypertext Markup Language","HTML Strict","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Wed Dec 28 02:26:25 CET 2011","SINGLE_RESULT","/home/petrov/taverna/tmp/033/033602.html","SINGLE_RESULT","/home/petrov/taverna/tmp/033/033602.html","SINGLE_RESULT","f6a9dbd8ae22640df967e7408eaed870","","","","SINGLE_RESULT","Wed Dec 28 02:26:25 CET 2011","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"407","format","Hypertext Markup Language","/home/petrov/taverna/tmp/013/013186.html","CONFLICT","Hypertext Markup Language","HTML Strict","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Tue Dec 27 16:26:33 CET 2011","SINGLE_RESULT","/home/petrov/taverna/tmp/013/013186.html","SINGLE_RESULT","/home/petrov/taverna/tmp/013/013186.html","SINGLE_RESULT","d05d10b02344cf4217cee94aea37e1bd","","","","SINGLE_RESULT","Tue Dec 27 16:26:33 CET 2011","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","Windows-1252","","","","","","","","","","","","","","","","","","","","",""
"408","format","Hypertext Markup Language","/home/petrov/taverna/tmp/138/138679.html","CONFLICT","Hypertext Markup Language","HTML Strict","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Tue Jan 03 00:46:00 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/138/138679.html","SINGLE_RESULT","/home/petrov/taverna/tmp/138/138679.html","SINGLE_RESULT","9b7de7ee513b1b6bb8581b9d1c1caf11","","","","SINGLE_RESULT","Tue Jan 03 00:46:00 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","SINGLE_RESULT","","iso-8859-1","","","","","","","","","","","","","","","","","","","","",""
"409","format","Hypertext Markup Language","/home/petrov/taverna/tmp/118/118303.html","CONFLICT","Hypertext Markup Language","HTML Strict","","Hypertext Markup Language","Hypertext Markup Language","Hypertext Markup Language","","CONFLICT","text/html","text/html","","text/html","text/html","text/html","","CONFLICT","fmt/100","CONFLICT","","HTML 4.01","","4.01","","","SINGLE_RESULT","Mon Jan 02 16:09:37 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/118/118303.html","SINGLE_RESULT","/home/petrov/taverna/tmp/118/118303.html","SINGLE_RESULT","15a275c95b69eadd27e9b6c6e3374017","","","","SINGLE_RESULT","Mon Jan 02 16:09:37 CET 2012","","","","SINGLE_RESULT","SINGLE_RESULT","","","","","SINGLE_RESULT","HTML","SINGLE_RESULT","HTML 4.01","","","","CONFLICT","Document","SINGLE_RESULT","html","","","","","","","","","","","","","","","","","","","","","","","",""
"410","format","Macromedia Flash","/home/petrov/taverna/tmp/880/880755.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 17:59:25 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880755.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/880/880755.swf","SINGLE_RESULT","50bf1d6763a3ef751e3c4de918fdf9d2","","","","SINGLE_RESULT","Fri Jan 27 17:59:25 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"411","format","Macromedia Flash","/home/petrov/taverna/tmp/877/877250.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 14:41:56 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877250.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/877/877250.swf","SINGLE_RESULT","63871bc050d116e6c3ad4d5ecbe06510","","","","SINGLE_RESULT","Fri Jan 27 14:41:56 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"412","format","Macromedia Flash","/home/petrov/taverna/tmp/869/869022.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 06:14:06 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/869/869022.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/869/869022.swf","SINGLE_RESULT","f26c3a270e45ece718303e406721a000","","","","SINGLE_RESULT","Fri Jan 27 06:14:06 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"413","format","Macromedia Flash","/home/petrov/taverna/tmp/000/000573.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Tue Dec 27 10:43:41 CET 2011","SINGLE_RESULT","/home/petrov/taverna/tmp/000/000573.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/000/000573.swf","SINGLE_RESULT","014da1b3d8f81b988a13f57fa2593a03","","","","SINGLE_RESULT","Tue Dec 27 10:43:41 CET 2011","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"414","format","Macromedia Flash","/home/petrov/taverna/tmp/884/884800.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 20:51:22 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/884/884800.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/884/884800.swf","SINGLE_RESULT","dcb4b79fc90a454dec9d2b403ee4c026","","","","SINGLE_RESULT","Fri Jan 27 20:51:22 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"415","format","Macromedia Flash","/home/petrov/taverna/tmp/897/897244.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 08:54:47 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/897/897244.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/897/897244.swf","SINGLE_RESULT","1aa94d9c3bcc1d6ab41f87b763d73a19","","","","SINGLE_RESULT","Sat Jan 28 08:54:47 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"416","format","Macromedia Flash","/home/petrov/taverna/tmp/636/636554.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Sun Jan 22 02:55:37 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/636/636554.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/636/636554.swf","SINGLE_RESULT","9fc4686ad84480cbf5feb79cb4aee2bf","","","","SINGLE_RESULT","Sun Jan 22 02:55:37 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"417","format","Macromedia Flash","/home/petrov/taverna/tmp/636/636248.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Sun Jan 22 02:55:23 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/636/636248.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/636/636248.swf","SINGLE_RESULT","018945aa23d145b6d063834e9cc23790","","","","SINGLE_RESULT","Sun Jan 22 02:55:23 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"418","format","Macromedia Flash","/home/petrov/taverna/tmp/632/632651.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 21 16:21:35 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/632/632651.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/632/632651.swf","SINGLE_RESULT","5de64193f8104854fb566c2bebc5f2cd","","","","SINGLE_RESULT","Sat Jan 21 16:21:35 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"419","format","Macromedia Flash","/home/petrov/taverna/tmp/632/632764.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 21 16:21:25 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/632/632764.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/632/632764.swf","SINGLE_RESULT","d53241a1940c319cd7441511c5f92527","","","","SINGLE_RESULT","Sat Jan 21 16:21:25 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"420","format","Macromedia Flash","/home/petrov/taverna/tmp/632/632106.swf","CONFLICT","SWF","","Macromedia Flash data (compressed) version 7","","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","","","","","","","","","","","","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 21 16:22:15 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/632/632106.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/632/632106.swf","SINGLE_RESULT","3cbb520e96616579ca10b30b41426baf","","","","SINGLE_RESULT","Sat Jan 21 16:22:15 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"421","format","Macromedia Flash","/home/petrov/taverna/tmp/893/893393.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 04:48:10 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893393.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893393.swf","SINGLE_RESULT","77c96d62de88d5cd25020e174377bd9a","","","","SINGLE_RESULT","Sat Jan 28 04:48:10 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"422","format","Macromedia Flash","/home/petrov/taverna/tmp/893/893867.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 04:48:42 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893867.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/893/893867.swf","SINGLE_RESULT","50edde6339619b92906977f9976e7242","","","","SINGLE_RESULT","Sat Jan 28 04:48:42 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"423","format","Macromedia Flash","/home/petrov/taverna/tmp/879/879932.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 16:39:15 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879932.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879932.swf","SINGLE_RESULT","5c1fe4d2e8429f2cd21f1cee34981739","","","","SINGLE_RESULT","Fri Jan 27 16:39:15 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"424","format","Macromedia Flash","/home/petrov/taverna/tmp/879/879805.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 16:39:46 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879805.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/879/879805.swf","SINGLE_RESULT","c41f4c3d9ee627f77f8d738b480a9307","","","","SINGLE_RESULT","Fri Jan 27 16:39:46 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"425","format","Macromedia Flash","/home/petrov/taverna/tmp/861/861880.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Thu Jan 26 23:10:07 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861880.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/861/861880.swf","SINGLE_RESULT","8d965e4b3a89ec67023234b327700936","","","","SINGLE_RESULT","Thu Jan 26 23:10:07 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"426","format","Macromedia Flash","/home/petrov/taverna/tmp/864/864647.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 01:32:24 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/864/864647.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/864/864647.swf","SINGLE_RESULT","38735565442efa3dfc21a8edcaa0b781","","","","SINGLE_RESULT","Fri Jan 27 01:32:24 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"427","format","Macromedia Flash","/home/petrov/taverna/tmp/875/875020.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 13:49:36 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/875/875020.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/875/875020.swf","SINGLE_RESULT","4787f19e1d3513a89daf7ae919557c8a","","","","SINGLE_RESULT","Fri Jan 27 13:49:36 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"428","format","Macromedia Flash","/home/petrov/taverna/tmp/882/882842.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 19:05:42 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/882/882842.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/882/882842.swf","SINGLE_RESULT","1fca7ebfca1924afa42682df50788566","","","","SINGLE_RESULT","Fri Jan 27 19:05:42 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"429","format","Macromedia Flash","/home/petrov/taverna/tmp/882/882490.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 19:05:14 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/882/882490.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/882/882490.swf","SINGLE_RESULT","97a52211ee180f2b63ee120511a7fa72","","","","SINGLE_RESULT","Fri Jan 27 19:05:14 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"430","format","Macromedia Flash","/home/petrov/taverna/tmp/889/889299.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Sat Jan 28 01:22:51 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/889/889299.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/889/889299.swf","SINGLE_RESULT","850e995d40480d31a85af8f4a7ead4b1","","","","SINGLE_RESULT","Sat Jan 28 01:22:51 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"431","format","Macromedia Flash","/home/petrov/taverna/tmp/869/869137.swf","CONFLICT","SWF","","Macromedia Flash data version 3","Macromedia Flash","","","","CONFLICT","application/x-shockwave-flash","","application/x-shockwave-flash","application/x-shockwave-flash","","","","CONFLICT","fmt/106","CONFLICT","","","","3","","SINGLE_RESULT","SINGLE_RESULT","Fri Jan 27 06:14:30 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/869/869137.swf","SINGLE_RESULT","/home/petrov/taverna/tmp/869/869137.swf","SINGLE_RESULT","7e24e2c15ddea106c6fb82ffb7c10642","","","","SINGLE_RESULT","Fri Jan 27 06:14:30 CET 2012","","","","","","","","","","","","","","","","","CONFLICT","","SINGLE_RESULT","swf","","","","","","","","","","","","","","","","","","","","","","","",""
"432","format","Encapsulated PostScript File Format","/home/petrov/taverna/tmp/892/892510.eps","CONFLICT","EPS","","Postscript","Encapsulated PostScript File Format","","Postscript","","CONFLICT","application/postscript","","application/postscript","application/postscript","","application/postscript","","CONFLICT","fmt/122","CONFLICT","","","2.0 type EPS","1.2","","","SINGLE_RESULT","Sat Jan 28 03:47:17 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/892/892510.eps","SINGLE_RESULT","/home/petrov/taverna/tmp/892/892510.eps","SINGLE_RESULT","91c8c952148725ea4bdbd0f67665a5ac","","","","SINGLE_RESULT","Sat Jan 28 03:47:17 CET 2012","","","","","","","","SINGLE_RESULT","Thu","","","","","","","","CONFLICT","Document","SINGLE_RESULT","eps","","","","","","","","","","","","","","","","","","","","","","","",""
"433","format","Encapsulated PostScript File Format","/home/petrov/taverna/tmp/875/875507.eps","CONFLICT","EPS","","Postscript","Encapsulated PostScript File Format","","Postscript","","CONFLICT","application/postscript","","application/postscript","application/postscript","","application/postscript","","CONFLICT","fmt/122","CONFLICT","","","2.0 type EPS","1.2","","","SINGLE_RESULT","Fri Jan 27 13:48:59 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/875/875507.eps","SINGLE_RESULT","/home/petrov/taverna/tmp/875/875507.eps","SINGLE_RESULT","84c5b8daae2b7b393b730daca3b5001f","SINGLE_RESULT","Mon May 19 13:14:21 CEST 2008","","SINGLE_RESULT","Fri Jan 27 13:48:59 CET 2012","","","","","","","","SINGLE_RESULT","5/1/2017","","","","","","","","CONFLICT","Document","SINGLE_RESULT","eps","","","","","","","","","","","","","","","","","","","","","","","",""
"434","format","Encapsulated PostScript File Format","/home/petrov/taverna/tmp/867/867861.eps","CONFLICT","EPS","","Postscript","Encapsulated PostScript File Format","","Postscript","","CONFLICT","application/postscript","","application/postscript","application/postscript","","application/postscript","","CONFLICT","fmt/122","CONFLICT","","","2.0 type EPS","1.2","","","SINGLE_RESULT","Fri Jan 27 05:24:46 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/867/867861.eps","SINGLE_RESULT","/home/petrov/taverna/tmp/867/867861.eps","SINGLE_RESULT","b6726d115bcd5073c42f141348f77a83","","","","SINGLE_RESULT","Fri Jan 27 05:24:46 CET 2012","","","","","","","","SINGLE_RESULT","2008","","","","","","","","CONFLICT","Document","SINGLE_RESULT","eps","","","","","","","","","","","","","","","","","","","","","","","",""
"435","format","Encapsulated PostScript File Format","/home/petrov/taverna/tmp/862/862099.eps","CONFLICT","EPS","","Postscript","Encapsulated PostScript File Format","","Postscript","","CONFLICT","application/postscript","","application/postscript","application/postscript","","application/postscript","","CONFLICT","fmt/122","CONFLICT","","","2.0 type EPS","1.2","","","SINGLE_RESULT","Thu Jan 26 23:14:34 CET 2012","SINGLE_RESULT","/home/petrov/taverna/tmp/862/862099.eps","SINGLE_RESULT","/home/petrov/taverna/tmp/862/862099.eps","SINGLE_RESULT","67b399aa27991f467fc5b7cccc430c29","SINGLE_RESULT","Mon Dec 10 15:02:55 CET 2007","","SINGLE_RESULT","Thu Jan 26 23:14:34 CET 2012","","","","","","","","SINGLE_RESULT","12/1/2017","","","","","","","","CONFLICT","Document","SINGLE_RESULT","eps","","","","","","","","","","","","","","","","","","","","","","","",""
